,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
218,Shot Chart Detail,0021900002,307,203076,Anthony Davis,1610612747,Los Angeles Lakers,2,2,8,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-7,25,1,1,20191022,LAC,LAL
219,Shot Chart Detail,0021900002,329,203076,Anthony Davis,1610612747,Los Angeles Lakers,2,0,59,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-40,21,1,0,20191022,LAC,LAL
220,Shot Chart Detail,0021900002,374,203076,Anthony Davis,1610612747,Los Angeles Lakers,3,10,40,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-89,159,1,0,20191022,LAC,LAL
221,Shot Chart Detail,0021900002,412,203076,Anthony Davis,1610612747,Los Angeles Lakers,3,7,14,Missed Shot,Tip Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,17,1,0,20191022,LAC,LAL
222,Shot Chart Detail,0021900002,454,203076,Anthony Davis,1610612747,Los Angeles Lakers,3,4,43,Made Shot,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,7,14,1,1,20191022,LAC,LAL
223,Shot Chart Detail,0021900002,459,203076,Anthony Davis,1610612747,Los Angeles Lakers,3,4,6,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,111,114,1,0,20191022,LAC,LAL
224,Shot Chart Detail,0021900002,464,203076,Anthony Davis,1610612747,Los Angeles Lakers,3,3,34,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-122,231,1,0,20191022,LAC,LAL
225,Shot Chart Detail,0021900002,471,203076,Anthony Davis,1610612747,Los Angeles Lakers,3,3,21,Made Shot,Tip Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,1,20191022,LAC,LAL
226,Shot Chart Detail,0021900002,493,203076,Anthony Davis,1610612747,Los Angeles Lakers,3,1,31,Made Shot,Turnaround Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-24,3,1,1,20191022,LAC,LAL
227,Shot Chart Detail,0021900002,505,203076,Anthony Davis,1610612747,Los Angeles Lakers,3,0,1,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-64,188,1,0,20191022,LAC,LAL
228,Shot Chart Detail,0021900002,566,203076,Anthony Davis,1610612747,Los Angeles Lakers,4,7,37,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,0,20191022,LAC,LAL
229,Shot Chart Detail,0021900002,583,203076,Anthony Davis,1610612747,Los Angeles Lakers,4,6,39,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,-13,178,1,0,20191022,LAC,LAL
230,Shot Chart Detail,0021900025,15,203076,Anthony Davis,1610612747,Los Angeles Lakers,1,10,37,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,6,1,1,20191025,LAL,UTA
231,Shot Chart Detail,0021900025,23,203076,Anthony Davis,1610612747,Los Angeles Lakers,1,9,37,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,2,80,1,0,20191025,LAL,UTA
232,Shot Chart Detail,0021900025,59,203076,Anthony Davis,1610612747,Los Angeles Lakers,1,6,18,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,11,68,91,1,0,20191025,LAL,UTA
233,Shot Chart Detail,0021900025,63,203076,Anthony Davis,1610612747,Los Angeles Lakers,1,5,53,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-54,94,1,0,20191025,LAL,UTA
234,Shot Chart Detail,0021900025,71,203076,Anthony Davis,1610612747,Los Angeles Lakers,1,5,14,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,226,6,1,0,20191025,LAL,UTA
235,Shot Chart Detail,0021900025,73,203076,Anthony Davis,1610612747,Los Angeles Lakers,1,5,12,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,16,1,1,20191025,LAL,UTA
236,Shot Chart Detail,0021900025,82,203076,Anthony Davis,1610612747,Los Angeles Lakers,1,4,37,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-68,12,1,0,20191025,LAL,UTA
237,Shot Chart Detail,0021900025,103,203076,Anthony Davis,1610612747,Los Angeles Lakers,1,3,8,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,2,173,1,1,20191025,LAL,UTA
238,Shot Chart Detail,0021900025,110,203076,Anthony Davis,1610612747,Los Angeles Lakers,1,2,21,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-103,173,1,1,20191025,LAL,UTA
239,Shot Chart Detail,0021900025,261,203076,Anthony Davis,1610612747,Los Angeles Lakers,2,5,13,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,59,167,1,0,20191025,LAL,UTA
240,Shot Chart Detail,0021900025,277,203076,Anthony Davis,1610612747,Los Angeles Lakers,2,3,21,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-125,67,1,0,20191025,LAL,UTA
241,Shot Chart Detail,0021900025,311,203076,Anthony Davis,1610612747,Los Angeles Lakers,2,2,5,Missed Shot,Turnaround Fadeaway Bank Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-109,46,1,0,20191025,LAL,UTA
242,Shot Chart Detail,0021900025,325,203076,Anthony Davis,1610612747,Los Angeles Lakers,2,0,51,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,3,5,1,1,20191025,LAL,UTA
243,Shot Chart Detail,0021900025,330,203076,Anthony Davis,1610612747,Los Angeles Lakers,2,0,29,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-3,17,1,1,20191025,LAL,UTA
244,Shot Chart Detail,0021900025,374,203076,Anthony Davis,1610612747,Los Angeles Lakers,3,10,9,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,122,120,1,0,20191025,LAL,UTA
245,Shot Chart Detail,0021900025,401,203076,Anthony Davis,1610612747,Los Angeles Lakers,3,7,12,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,5,1,1,1,20191025,LAL,UTA
246,Shot Chart Detail,0021900025,553,203076,Anthony Davis,1610612747,Los Angeles Lakers,4,8,29,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,234,68,1,0,20191025,LAL,UTA
247,Shot Chart Detail,0021900040,54,203076,Anthony Davis,1610612747,Los Angeles Lakers,1,7,50,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-48,252,1,0,20191027,LAL,CHA
248,Shot Chart Detail,0021900040,65,203076,Anthony Davis,1610612747,Los Angeles Lakers,1,6,59,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,10,1,1,20191027,LAL,CHA
249,Shot Chart Detail,0021900040,69,203076,Anthony Davis,1610612747,Los Angeles Lakers,1,6,35,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,11,24,1,1,20191027,LAL,CHA
250,Shot Chart Detail,0021900040,72,203076,Anthony Davis,1610612747,Los Angeles Lakers,1,5,58,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,16,4,1,1,20191027,LAL,CHA
251,Shot Chart Detail,0021900040,89,203076,Anthony Davis,1610612747,Los Angeles Lakers,1,4,45,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,20,199,57,1,0,20191027,LAL,CHA
252,Shot Chart Detail,0021900040,104,203076,Anthony Davis,1610612747,Los Angeles Lakers,1,3,41,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,172,199,1,1,20191027,LAL,CHA
253,Shot Chart Detail,0021900040,120,203076,Anthony Davis,1610612747,Los Angeles Lakers,1,2,43,Made Shot,Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,25,27,1,1,20191027,LAL,CHA
254,Shot Chart Detail,0021900040,147,203076,Anthony Davis,1610612747,Los Angeles Lakers,1,0,41,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-187,188,1,1,20191027,LAL,CHA
255,Shot Chart Detail,0021900040,293,203076,Anthony Davis,1610612747,Los Angeles Lakers,2,4,16,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-233,-4,1,1,20191027,LAL,CHA
256,Shot Chart Detail,0021900040,354,203076,Anthony Davis,1610612747,Los Angeles Lakers,2,0,36,Made Shot,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,5,13,1,1,20191027,LAL,CHA
257,Shot Chart Detail,0021900040,395,203076,Anthony Davis,1610612747,Los Angeles Lakers,3,9,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-144,236,1,0,20191027,LAL,CHA
258,Shot Chart Detail,0021900040,399,203076,Anthony Davis,1610612747,Los Angeles Lakers,3,9,28,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,14,80,1,0,20191027,LAL,CHA
259,Shot Chart Detail,0021900040,401,203076,Anthony Davis,1610612747,Los Angeles Lakers,3,9,26,Missed Shot,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-11,17,1,0,20191027,LAL,CHA
260,Shot Chart Detail,0021900040,426,203076,Anthony Davis,1610612747,Los Angeles Lakers,3,7,24,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-41,104,1,0,20191027,LAL,CHA
261,Shot Chart Detail,0021900040,437,203076,Anthony Davis,1610612747,Los Angeles Lakers,3,6,22,Missed Shot,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-16,69,1,0,20191027,LAL,CHA
262,Shot Chart Detail,0021900040,477,203076,Anthony Davis,1610612747,Los Angeles Lakers,3,3,59,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-44,121,1,1,20191027,LAL,CHA
263,Shot Chart Detail,0021900040,482,203076,Anthony Davis,1610612747,Los Angeles Lakers,3,3,18,Missed Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-39,81,1,0,20191027,LAL,CHA
264,Shot Chart Detail,0021900040,514,203076,Anthony Davis,1610612747,Los Angeles Lakers,3,0,45,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-12,13,1,1,20191027,LAL,CHA
265,Shot Chart Detail,0021900040,628,203076,Anthony Davis,1610612747,Los Angeles Lakers,4,5,27,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-35,155,1,0,20191027,LAL,CHA
266,Shot Chart Detail,0021900054,22,203076,Anthony Davis,1610612747,Los Angeles Lakers,1,10,40,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,-1,189,1,1,20191029,LAL,MEM
267,Shot Chart Detail,0021900054,32,203076,Anthony Davis,1610612747,Los Angeles Lakers,1,9,45,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,155,212,1,0,20191029,LAL,MEM
268,Shot Chart Detail,0021900054,50,203076,Anthony Davis,1610612747,Los Angeles Lakers,1,8,40,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-18,43,1,0,20191029,LAL,MEM
269,Shot Chart Detail,0021900054,72,203076,Anthony Davis,1610612747,Los Angeles Lakers,1,6,33,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,15,21,1,1,20191029,LAL,MEM
270,Shot Chart Detail,0021900054,83,203076,Anthony Davis,1610612747,Los Angeles Lakers,1,6,8,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,0,20191029,LAL,MEM
271,Shot Chart Detail,0021900054,86,203076,Anthony Davis,1610612747,Los Angeles Lakers,1,5,53,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-109,165,1,0,20191029,LAL,MEM
272,Shot Chart Detail,0021900054,122,203076,Anthony Davis,1610612747,Los Angeles Lakers,1,4,3,Made Shot,Running Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-6,22,1,1,20191029,LAL,MEM
273,Shot Chart Detail,0021900054,136,203076,Anthony Davis,1610612747,Los Angeles Lakers,1,3,12,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,13,1,0,20191029,LAL,MEM
274,Shot Chart Detail,0021900054,154,203076,Anthony Davis,1610612747,Los Angeles Lakers,1,1,56,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,0,20191029,LAL,MEM
275,Shot Chart Detail,0021900054,156,203076,Anthony Davis,1610612747,Los Angeles Lakers,1,1,54,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,0,20191029,LAL,MEM
276,Shot Chart Detail,0021900054,165,203076,Anthony Davis,1610612747,Los Angeles Lakers,1,1,24,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,11,76,1,0,20191029,LAL,MEM
277,Shot Chart Detail,0021900054,170,203076,Anthony Davis,1610612747,Los Angeles Lakers,1,0,48,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,10,1,1,20191029,LAL,MEM
278,Shot Chart Detail,0021900054,180,203076,Anthony Davis,1610612747,Los Angeles Lakers,1,0,0,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-2,272,1,0,20191029,LAL,MEM
279,Shot Chart Detail,0021900054,346,203076,Anthony Davis,1610612747,Los Angeles Lakers,2,0,29,Made Shot,Turnaround Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-5,32,1,1,20191029,LAL,MEM
280,Shot Chart Detail,0021900054,349,203076,Anthony Davis,1610612747,Los Angeles Lakers,2,0,1,Missed Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-38,47,1,0,20191029,LAL,MEM
281,Shot Chart Detail,0021900054,351,203076,Anthony Davis,1610612747,Los Angeles Lakers,2,0,0,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,1,20191029,LAL,MEM
282,Shot Chart Detail,0021900054,465,203076,Anthony Davis,1610612747,Los Angeles Lakers,3,4,58,Made Shot,Running Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,6,1,1,20191029,LAL,MEM
283,Shot Chart Detail,0021900074,7,203076,Anthony Davis,1610612747,Los Angeles Lakers,1,11,49,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,14,-3,1,1,20191101,DAL,LAL
284,Shot Chart Detail,0021900074,17,203076,Anthony Davis,1610612747,Los Angeles Lakers,1,10,35,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,228,82,1,0,20191101,DAL,LAL
285,Shot Chart Detail,0021900074,24,203076,Anthony Davis,1610612747,Los Angeles Lakers,1,9,42,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,11,114,1,0,20191101,DAL,LAL
286,Shot Chart Detail,0021900074,58,203076,Anthony Davis,1610612747,Los Angeles Lakers,1,7,37,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-6,122,1,1,20191101,DAL,LAL
287,Shot Chart Detail,0021900074,119,203076,Anthony Davis,1610612747,Los Angeles Lakers,1,4,46,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,13,1,1,20191101,DAL,LAL
288,Shot Chart Detail,0021900074,142,203076,Anthony Davis,1610612747,Los Angeles Lakers,1,3,31,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-70,11,1,0,20191101,DAL,LAL
289,Shot Chart Detail,0021900074,159,203076,Anthony Davis,1610612747,Los Angeles Lakers,1,2,7,Missed Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,25,103,1,0,20191101,DAL,LAL
290,Shot Chart Detail,0021900074,176,203076,Anthony Davis,1610612747,Los Angeles Lakers,1,1,5,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-146,205,1,0,20191101,DAL,LAL
291,Shot Chart Detail,0021900074,180,203076,Anthony Davis,1610612747,Los Angeles Lakers,1,0,36,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,28,85,1,0,20191101,DAL,LAL
292,Shot Chart Detail,0021900074,283,203076,Anthony Davis,1610612747,Los Angeles Lakers,2,5,0,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,4,1,1,20191101,DAL,LAL
293,Shot Chart Detail,0021900074,291,203076,Anthony Davis,1610612747,Los Angeles Lakers,2,3,57,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,7,11,1,1,20191101,DAL,LAL
294,Shot Chart Detail,0021900074,296,203076,Anthony Davis,1610612747,Los Angeles Lakers,2,3,12,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-24,251,1,0,20191101,DAL,LAL
295,Shot Chart Detail,0021900074,319,203076,Anthony Davis,1610612747,Los Angeles Lakers,2,2,10,Made Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,3,57,1,1,20191101,DAL,LAL
296,Shot Chart Detail,0021900074,384,203076,Anthony Davis,1610612747,Los Angeles Lakers,3,10,21,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,187,168,1,0,20191101,DAL,LAL
297,Shot Chart Detail,0021900074,480,203076,Anthony Davis,1610612747,Los Angeles Lakers,3,2,13,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-148,202,1,0,20191101,DAL,LAL
298,Shot Chart Detail,0021900074,493,203076,Anthony Davis,1610612747,Los Angeles Lakers,3,1,19,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-24,26,1,1,20191101,DAL,LAL
299,Shot Chart Detail,0021900074,499,203076,Anthony Davis,1610612747,Los Angeles Lakers,3,0,35,Made Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-30,47,1,1,20191101,DAL,LAL
300,Shot Chart Detail,0021900074,581,203076,Anthony Davis,1610612747,Los Angeles Lakers,4,7,26,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-67,28,1,0,20191101,DAL,LAL
301,Shot Chart Detail,0021900074,598,203076,Anthony Davis,1610612747,Los Angeles Lakers,4,5,32,Made Shot,Tip Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1,18,1,1,20191101,DAL,LAL
302,Shot Chart Detail,0021900074,614,203076,Anthony Davis,1610612747,Los Angeles Lakers,4,4,33,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-30,12,1,1,20191101,DAL,LAL
303,Shot Chart Detail,0021900074,623,203076,Anthony Davis,1610612747,Los Angeles Lakers,4,3,40,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-41,54,1,0,20191101,DAL,LAL
304,Shot Chart Detail,0021900074,630,203076,Anthony Davis,1610612747,Los Angeles Lakers,4,3,15,Made Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,5,58,1,1,20191101,DAL,LAL
305,Shot Chart Detail,0021900074,649,203076,Anthony Davis,1610612747,Los Angeles Lakers,4,1,20,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-136,67,1,1,20191101,DAL,LAL
306,Shot Chart Detail,0021900074,652,203076,Anthony Davis,1610612747,Los Angeles Lakers,4,0,42,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-138,22,1,0,20191101,DAL,LAL
307,Shot Chart Detail,0021900074,692,203076,Anthony Davis,1610612747,Los Angeles Lakers,5,4,22,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-8,5,1,1,20191101,DAL,LAL
308,Shot Chart Detail,0021900074,695,203076,Anthony Davis,1610612747,Los Angeles Lakers,5,4,1,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,8,1,1,20191101,DAL,LAL
309,Shot Chart Detail,0021900074,714,203076,Anthony Davis,1610612747,Los Angeles Lakers,5,2,37,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-94,55,1,1,20191101,DAL,LAL
310,Shot Chart Detail,0021900074,717,203076,Anthony Davis,1610612747,Los Angeles Lakers,5,2,7,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-68,27,1,0,20191101,DAL,LAL
311,Shot Chart Detail,0021900088,28,203076,Anthony Davis,1610612747,Los Angeles Lakers,1,9,47,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,43,176,1,0,20191103,SAS,LAL
312,Shot Chart Detail,0021900088,65,203076,Anthony Davis,1610612747,Los Angeles Lakers,1,6,59,Made Shot,Tip Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,1,20191103,SAS,LAL
313,Shot Chart Detail,0021900088,80,203076,Anthony Davis,1610612747,Los Angeles Lakers,1,6,13,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,13,1,1,20191103,SAS,LAL
314,Shot Chart Detail,0021900088,101,203076,Anthony Davis,1610612747,Los Angeles Lakers,1,4,57,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-114,121,1,1,20191103,SAS,LAL
315,Shot Chart Detail,0021900088,112,203076,Anthony Davis,1610612747,Los Angeles Lakers,1,4,1,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,8,120,1,0,20191103,SAS,LAL
316,Shot Chart Detail,0021900088,129,203076,Anthony Davis,1610612747,Los Angeles Lakers,1,2,44,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-81,236,1,1,20191103,SAS,LAL
317,Shot Chart Detail,0021900088,161,203076,Anthony Davis,1610612747,Los Angeles Lakers,1,0,0,Missed Shot,Step Back Bank Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-131,-13,1,0,20191103,SAS,LAL
318,Shot Chart Detail,0021900088,264,203076,Anthony Davis,1610612747,Los Angeles Lakers,2,4,45,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-2,50,1,1,20191103,SAS,LAL
319,Shot Chart Detail,0021900088,267,203076,Anthony Davis,1610612747,Los Angeles Lakers,2,4,20,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-3,11,1,1,20191103,SAS,LAL
320,Shot Chart Detail,0021900088,274,203076,Anthony Davis,1610612747,Los Angeles Lakers,2,3,42,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-119,75,1,0,20191103,SAS,LAL
321,Shot Chart Detail,0021900088,303,203076,Anthony Davis,1610612747,Los Angeles Lakers,2,2,11,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,19,1,1,20191103,SAS,LAL
322,Shot Chart Detail,0021900088,344,203076,Anthony Davis,1610612747,Los Angeles Lakers,3,11,14,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-182,165,1,0,20191103,SAS,LAL
323,Shot Chart Detail,0021900088,372,203076,Anthony Davis,1610612747,Los Angeles Lakers,3,8,36,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,0,1,1,20191103,SAS,LAL
324,Shot Chart Detail,0021900088,413,203076,Anthony Davis,1610612747,Los Angeles Lakers,3,6,20,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,105,91,1,1,20191103,SAS,LAL
325,Shot Chart Detail,0021900088,430,203076,Anthony Davis,1610612747,Los Angeles Lakers,3,5,4,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-149,39,1,0,20191103,SAS,LAL
326,Shot Chart Detail,0021900088,453,203076,Anthony Davis,1610612747,Los Angeles Lakers,3,3,44,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-82,180,1,0,20191103,SAS,LAL
327,Shot Chart Detail,0021900088,476,203076,Anthony Davis,1610612747,Los Angeles Lakers,3,1,12,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-3,92,1,0,20191103,SAS,LAL
